uri,primary_name_display,replaced
http://dx.doi.org/10.13039/100025242,"Cambridge Arts Council",
http://dx.doi.org/10.13039/501100024893,"Cambridge BHF Centre of Research Excellence",
http://dx.doi.org/10.13039/501100019544,"Cambridge Centre for Parkinson-Plus",
http://dx.doi.org/10.13039/501100003342,"Cambridge Commonwealth Trust",
http://dx.doi.org/10.13039/100022198,"Cambridge Community Foundation",
http://dx.doi.org/10.13039/501100014746,"Cambridge Conservation Initiative",
http://dx.doi.org/10.13039/501100022029,"Cambridge Crystallographic Data Centre",
http://dx.doi.org/10.13039/100016312,"Cambridge Display Technology",
http://dx.doi.org/10.13039/501100020424,"Cambridge Eye Trust",
http://dx.doi.org/10.13039/100030132,"Cambridge Foundation",
http://dx.doi.org/10.13039/100026908,"Cambridge Health Alliance",
http://dx.doi.org/10.13039/501100000580,"Cambridge Institute for Medical Research, University of Cambridge",
http://dx.doi.org/10.13039/100018526,"Cambridge Isotope Laboratories",
http://dx.doi.org/10.13039/501100008624,"Cambridge Judge Business School Entrepreneurship Centre",
http://dx.doi.org/10.13039/100025998,"Cambridge Michigan Language Assessments",
http://dx.doi.org/10.13039/501100006536,"Cambridge-MIT Institute",
http://dx.doi.org/10.13039/501100003341,"Cambridge Overseas Trust",
http://dx.doi.org/10.13039/100013858,"Cambridge Philosophical Society",
http://dx.doi.org/10.13039/501100016401,"Cambridge Political Economy Society Trust",
http://dx.doi.org/10.13039/100024490,"Cambridge Savings Bank",
http://dx.doi.org/10.13039/501100003343,"Cambridge Trust",
http://dx.doi.org/10.13039/501100002926,"Cambridge University Hospitals",
http://dx.doi.org/10.13039/100010594,"Cameco",
http://dx.doi.org/10.13039/100031476,"CamEd Business School",
http://dx.doi.org/10.13039/100020930,"Camera di commercio di Milano Monza Brianza Lodi",
http://dx.doi.org/10.13039/100010078,"Cameron Brooks Foundation",
http://dx.doi.org/10.13039/100029800,"Cameron Charitable Trust",
http://dx.doi.org/10.13039/100029025,"Cameron Foundation",
http://dx.doi.org/10.13039/100001082,"Camille and Henry Dreyfus Foundation",
http://dx.doi.org/10.13039/100024166,"Camões - Instituto da Cooperação e da Língua",
http://dx.doi.org/10.13039/100011860,"Campaign Urging Research for Eosinophilic Disease",
http://dx.doi.org/10.13039/100016655,"Campbell Collaboration",
http://dx.doi.org/10.13039/100011514,"Campbell Family Institute for Breast Cancer Research",
http://dx.doi.org/10.13039/100010524,"Campbell Family Mental Health Research Institute",
http://dx.doi.org/10.13039/100002001,"Campbell Foundation",
http://dx.doi.org/10.13039/100009323,"Campbell Foundation",
http://dx.doi.org/10.13039/100009820,"Campbell Institute",
http://dx.doi.org/10.13039/100023143,"Campbell River Community Foundation",
http://dx.doi.org/10.13039/100030921,"Campbell Soup Company",
http://dx.doi.org/10.13039/100020095,"Camp Fire Conservation Fund",
http://dx.doi.org/10.13039/100029026,"Camphill Foundation",
http://dx.doi.org/10.13039/100013054,"Campus Alberta Neuroscience",
http://dx.doi.org/10.13039/501100006203,"Campus Ciències de la Salut de Bellvitge, Universitat de Barcelona",
http://dx.doi.org/10.13039/100027573,"Campus Compact",
http://dx.doi.org/10.13039/501100023922,"Campus de Excelencia Internacional Agroalimentario",
http://dx.doi.org/10.13039/501100006537,"Campus France",
http://dx.doi.org/10.13039/100028635,"Campus Pride",
http://dx.doi.org/10.13039/100016816,"Campus Research Board",
http://dx.doi.org/10.13039/100017188,"Campus Research Computing Consortium",
http://dx.doi.org/10.13039/100028169,"Campus Safety, Health, and Environmental Management Association",
http://dx.doi.org/10.13039/501100025173,"Campus Saint-Jean, University of Alberta",
http://dx.doi.org/10.13039/100029329,"Camp-Younts Foundation",
http://dx.doi.org/10.13039/501100017274,"CAMS Central Public Welfare Scientific Research Institute Basal Research Expenses",
http://dx.doi.org/10.13039/501100005933,"Camurus Lipid Research Foundation",
http://dx.doi.org/10.13039/100005898,"Canada-California Strategic Innovation Partnership",
http://dx.doi.org/10.13039/501100000195,"Canada Council for the Arts",
http://dx.doi.org/10.13039/100031018,"Canada Digital Adoption Program",
http://dx.doi.org/10.13039/501100000048,"Canada Economic Development for Quebec Regions",
http://dx.doi.org/10.13039/501100002784,"Canada Excellence Research Chairs, Government of Canada",
http://dx.doi.org/10.13039/100020866,"Canada Fetal Alcohol Spectrum Disorder Research Network",
http://dx.doi.org/10.13039/501100010785,"Canada First Research Excellence Fund",
http://dx.doi.org/10.13039/501100000196,"Canada Foundation for Innovation",
http://dx.doi.org/10.13039/100021929,"Canada Iceland Foundation",
http://dx.doi.org/10.13039/100013498,"Canada-Israel Industrial Research and Development Foundation",
http://dx.doi.org/10.13039/501100020839,"Canada Masonry Design Centre",
http://dx.doi.org/10.13039/100008797,"Canada Millennium Scholarship Foundation",
http://dx.doi.org/10.13039/100031940,"Canada Mink Breeders Association",
http://dx.doi.org/10.13039/501100001804,"Canada Research Chairs",
http://dx.doi.org/10.13039/100015402,"Canada Research Coordinating Committee",
http://dx.doi.org/10.13039/100008741,"Canada School of Energy and Environment",
http://dx.doi.org/10.13039/100013197,"Canada's Michael Smith Genome Sciences Centre",
http://dx.doi.org/10.13039/100023187,"Canada's Ocean Supercluster",
http://dx.doi.org/10.13039/501100020546,"Canada's Oil Sands Innovation Alliance",
http://dx.doi.org/10.13039/100029027,"Canaday Family Charitable Trust",
http://dx.doi.org/10.13039/100013499,"Canadian Academic Accounting Association",
http://dx.doi.org/10.13039/100013799,"Canadian Academy of Audiology",
http://dx.doi.org/10.13039/501100019711,"Canadian Academy of Child and Adolescent Psychiatry",
http://dx.doi.org/10.13039/501100019708,"Canadian Academy of Geriatric Psychiatry",
http://dx.doi.org/10.13039/501100019709,"Canadian Academy of Psychiatry and the Law",
http://dx.doi.org/10.13039/501100019710,"Canadian Academy of Psychosomatic Medicine",
http://dx.doi.org/10.13039/100013803,"Canadian Academy of Sport and Exercise Medicine",
http://dx.doi.org/10.13039/501100000007,"Canadian Aeronautics and Space Institute",
http://dx.doi.org/10.13039/501100016184,"Canadian Agri-Food Policy Institute",
http://dx.doi.org/10.13039/100008154,"Canadian Allergy, Asthma, and Immunology Foundation",
http://dx.doi.org/10.13039/100007481,"Canadian Anesthesia Research Foundation",
http://dx.doi.org/10.13039/501100000148,"Canadian Anesthesiologists' Society",
http://dx.doi.org/10.13039/501100002785,"Canadian Animal Health Institute",
http://dx.doi.org/10.13039/100023188,"Canadian Anthropology Society",
http://dx.doi.org/10.13039/100023189,"Canadian Applied and Industrial Mathematics Society",
http://dx.doi.org/10.13039/501100002787,"Canadian Armed Forces",
http://dx.doi.org/10.13039/501100006538,"Canadian Arthritis Network",
http://dx.doi.org/10.13039/501100000009,"Canadian Asian Studies Association",
http://dx.doi.org/10.13039/100008311,"Canadian Association for Co-operative Education",
http://dx.doi.org/10.13039/100023488,"Canadian Association for the History of Nursing",
http://dx.doi.org/10.13039/501100000010,"Canadian Association for the Study of the Liver",
http://dx.doi.org/10.13039/100013099,"Canadian Association of College and University Student Services",
http://dx.doi.org/10.13039/100012512,"Canadian Association of Emergency Physicians",
http://dx.doi.org/10.13039/501100000149,"Canadian Association of Gastroenterology",
http://dx.doi.org/10.13039/100023324,"Canadian Association of Medical Oncologists",
http://dx.doi.org/10.13039/100021705,"Canadian Association of Nurses in Oncology",
http://dx.doi.org/10.13039/501100002792,"Canadian Association of Optometrists",
http://dx.doi.org/10.13039/100031947,"Canadian Association of Oral and Maxillofacial Surgeons",
http://dx.doi.org/10.13039/100010655,"Canadian Association of Palynologists",
http://dx.doi.org/10.13039/100011308,"Canadian Association of Pathologists",
http://dx.doi.org/10.13039/100013958,"Canadian Association of Petroleum Producers",
http://dx.doi.org/10.13039/100008467,"Canadian Association of Radiation Oncology",
http://dx.doi.org/10.13039/100013021,"Canadian Association of Research Libraries",
http://dx.doi.org/10.13039/501100002786,"Canadian Association of Thoracic Surgeons",
http://dx.doi.org/10.13039/501100000072,"Canadian Association of University Teachers",
http://dx.doi.org/10.13039/501100000011,"Canadian Association on Gerontology",
http://dx.doi.org/10.13039/501100000012,"Canadian Astronomical Society",
http://dx.doi.org/10.13039/100023325,"Canadian Authors Association",
http://dx.doi.org/10.13039/100014416,"Canadian Automobile Association",
http://dx.doi.org/10.13039/501100000013,"Canadian Bar Association",
http://dx.doi.org/10.13039/100010707,"Canadian Bee Research Fund",
http://dx.doi.org/10.13039/501100000014,"Canadian Blood Services",
http://dx.doi.org/10.13039/501100000150,"Canadian Breast Cancer Research Alliance",
http://dx.doi.org/10.13039/100009288,"Canadian Bureau for International Education",
http://dx.doi.org/10.13039/501100000147,"Canadian Cancer Society",
http://dx.doi.org/10.13039/501100000015,"Canadian Cancer Society Research Institute",
http://dx.doi.org/10.13039/100013500,"Canadian Cardiovascular Society",
http://dx.doi.org/10.13039/100010656,"Canadian Celiac Association",
http://dx.doi.org/10.13039/100018083,"Canadian Celiac Association Calgary Chapter",
http://dx.doi.org/10.13039/100012659,"Canadian Centre for Applied Research in Cancer Control",
http://dx.doi.org/10.13039/100021712,"Canadian Centre for Architecture",
http://dx.doi.org/10.13039/501100006043,"Canadian Centre for Clean Coal/Carbon and Mineral Processing Technologies",
http://dx.doi.org/10.13039/501100024783,"Canadian Centre on Substance Use and Addiction",
http://dx.doi.org/10.13039/501100000066,"Canadian Child Health Clinician Scientist Program",
http://dx.doi.org/10.13039/100032644,"Canadian Chiropractic Association",
http://dx.doi.org/10.13039/501100002184,"Canadian Climate Forum",
http://dx.doi.org/10.13039/100023190,"Canadian College of Health Leaders",
http://dx.doi.org/10.13039/501100024452,"Canadian Consortium for Gambling Research",
http://dx.doi.org/10.13039/100023191,"Canadian Council for Aboriginal Business",
http://dx.doi.org/10.13039/100012167,"Canadian Council of Cardiovascular Nurses",
http://dx.doi.org/10.13039/100023192,"Canadian Council on International Law",
http://dx.doi.org/10.13039/501100003505,"Canadian Council on Learning",
http://dx.doi.org/10.13039/100015096,"Canadian Dairy Commission",
http://dx.doi.org/10.13039/100015174,"Canadian Defence Academy",
http://dx.doi.org/10.13039/100023193,"Canadian Dental Hygienists Association",
http://dx.doi.org/10.13039/100007475,"Canadian Dermatology Foundation",
http://dx.doi.org/10.13039/100007476,"Canadian Diabetes Association",
http://dx.doi.org/10.13039/100023194,"Canadian Donation and Transplantation Research Program",
http://dx.doi.org/10.13039/100011166,"Canadian Educational Researchers’ Association",
http://dx.doi.org/10.13039/501100016194,"Canadian Electricity Association",
http://dx.doi.org/10.13039/501100000073,"Canadian Energy Geoscience Association",
http://dx.doi.org/10.13039/100021731,"Canadian Engineering Memorial Foundation",
http://dx.doi.org/10.13039/501100000151,"Canadian Federation of University Women",
http://dx.doi.org/10.13039/100023195,"Canadian Fertility and Andrology Society",
http://dx.doi.org/10.13039/501100019118,"Canadian Field Crop Research Alliance",
http://dx.doi.org/10.13039/100009837,"Canadian Food Inspection Agency",
http://dx.doi.org/10.13039/501100012394,"Canadian Forest Service",
http://dx.doi.org/10.13039/100008220,"Canadian Foundation for AIDS Research",
http://dx.doi.org/10.13039/501100000200,"Canadian Foundation for Climate and Atmospheric Sciences",
http://dx.doi.org/10.13039/100023173,"Canadian Foundation for Dental Hygiene Research and Education",
http://dx.doi.org/10.13039/501100000203,"Canadian Foundation for Dietetic Research",
http://dx.doi.org/10.13039/100023196,"Canadian Foundation for Food and Agricultural Education",
http://dx.doi.org/10.13039/100023197,"Canadian Foundation for Governance Research",
http://dx.doi.org/10.13039/100008874,"Canadian Foundation for Healthcare Improvement",
http://dx.doi.org/10.13039/100023186,"Canadian Foundation for Legal Research",
http://dx.doi.org/10.13039/100011452,"Canadian Foundation for Pharmacy",
http://dx.doi.org/10.13039/100023198,"Canadian Foundation for Ukrainian Studies",
http://dx.doi.org/10.13039/100012157,"Canadian Foundation on Fetal Alcohol Research",
http://dx.doi.org/10.13039/501100020977,"Canadian Frailty Network",
http://dx.doi.org/10.13039/100023326,"Canadian Friends of Hebrew University",
http://dx.doi.org/10.13039/100012265,"Canadian Geological Foundation",
http://dx.doi.org/10.13039/100023199,"Canadian Geophysical Union",
http://dx.doi.org/10.13039/100011391,"Canadian Geriatrics Society",
http://dx.doi.org/10.13039/501100009056,"Canadian Glycomics Network",
http://dx.doi.org/10.13039/100021738,"Canadian Hard of Hearing Association",
http://dx.doi.org/10.13039/100011820,"Canadian Healthcare Engineering Society",
http://dx.doi.org/10.13039/100013022,"Canadian Health Libraries Association",
http://dx.doi.org/10.13039/100009325,"Canadian Health Services Research Foundation",
http://dx.doi.org/10.13039/100011244,"Canadian Hematology Society",
http://dx.doi.org/10.13039/501100000152,"Canadian Hemophilia Society",
http://dx.doi.org/10.13039/501100000017,"Canadian Heritage",
http://dx.doi.org/10.13039/100023327,"Canadian History of Education Association",
http://dx.doi.org/10.13039/501100002879,"Canadian HIV Trials Network, Canadian Institutes of Health Research",
http://dx.doi.org/10.13039/100021748,"Canadian Home Economics Foundation",
http://dx.doi.org/10.13039/501100012395,"Canadian Immunization Research Network",
http://dx.doi.org/10.13039/100012772,"Canadian Imperial Bank of Commerce",
http://dx.doi.org/10.13039/100023201,"Canadian Initiative for Nordic Studies",
http://dx.doi.org/10.13039/100023200,"Canadian Institute for Advanced Legal Studies",
http://dx.doi.org/10.13039/100007631,"Canadian Institute for Advanced Research",
http://dx.doi.org/10.13039/100014075,"Canadian Institute for Information and Privacy Studies",
http://dx.doi.org/10.13039/501100003264,"Canadian Institute for International Peace and Security",
http://dx.doi.org/10.13039/501100015592,"Canadian Institute for Military and Veteran Health Research",
http://dx.doi.org/10.13039/501100008421,"Canadian Institute for Telecommunications Research",
http://dx.doi.org/10.13039/100009036,"Canadian Institute for Theoretical Astrophysics",
http://dx.doi.org/10.13039/100008511,"Canadian Institute of Mining, Metallurgy and Petroleum",
http://dx.doi.org/10.13039/100023202,"Canadian Institute of Planners",
http://dx.doi.org/10.13039/100012669,"Canadian Institute of Steel Construction",
http://dx.doi.org/10.13039/501100000067,"Canadian Institute of Ukrainian Studies, University of Alberta",
http://dx.doi.org/10.13039/501100000024,"Canadian Institutes of Health Research",
http://dx.doi.org/10.13039/100024134,"Canadian Institutes of Health Research - Antimicrobial Resistance Research Initiative",
http://dx.doi.org/10.13039/100010386,"Canadian Intensive Care Foundation",
http://dx.doi.org/10.13039/100010503,"Canadian International Development Agency",
http://dx.doi.org/10.13039/100015146,"Canadian Internet Registration Authority",
http://dx.doi.org/10.13039/501100021344,"Canadian Kennel Club Foundation",
http://dx.doi.org/10.13039/100012115,"Canadian Language and Literacy Research Network",
http://dx.doi.org/10.13039/501100002788,"Canadian Language and Literacy Research Network",R
http://dx.doi.org/10.13039/501100000068,"Canadian Library Association",
http://dx.doi.org/10.13039/100008512,"Canadian Light Source",
http://dx.doi.org/10.13039/501100000264,"Canadian Liver Foundation",
http://dx.doi.org/10.13039/501100000221,"Canadian Lung Association",
http://dx.doi.org/10.13039/501100000104,"Canadian Mathematical Society",
http://dx.doi.org/10.13039/100023203,"Canadian Meat Science Association",
http://dx.doi.org/10.13039/501100024722,"Canadian Medical and Surgical Knowledge Translation Research Group",
http://dx.doi.org/10.13039/501100004926,"Canadian Medical Association",
http://dx.doi.org/10.13039/501100024505,"Canadian Memorial Chiropractic College",
http://dx.doi.org/10.13039/100012970,"Canadian Mennonite University",
http://dx.doi.org/10.13039/501100003250,"Canadian Mental Health Association",
http://dx.doi.org/10.13039/501100002789,"Canadian Meteorological and Oceanographic Society",
http://dx.doi.org/10.13039/100023418,"Canadian MPS Society for Mucopolysaccharide and Related Diseases",
http://dx.doi.org/10.13039/100014378,"Canadian Museum of Nature",
http://dx.doi.org/10.13039/100023204,"Canadian Museums Association",
http://dx.doi.org/10.13039/100008787,"Canadian Natural Resources Limited",
http://dx.doi.org/10.13039/100023205,"Canadian Nautical Research Society",
http://dx.doi.org/10.13039/100014379,"Canadian Network for Mood and Anxiety Treatments",
http://dx.doi.org/10.13039/501100002790,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada",
http://dx.doi.org/10.13039/100024123,"Canadian Northern Economic Development Agency",
http://dx.doi.org/10.13039/501100020722,"Canadian Nuclear Laboratories",
http://dx.doi.org/10.13039/100008604,"Canadian Nuclear Safety Commission",
http://dx.doi.org/10.13039/100009271,"Canadian Nurses Foundation",
http://dx.doi.org/10.13039/100015097,"Canadian Nutrition Society",
http://dx.doi.org/10.13039/501100000069,"Canadian Occupational Therapy Foundation",
http://dx.doi.org/10.13039/501100017658,"Canadian Open Neuroscience Platform",
http://dx.doi.org/10.13039/501100002791,"Canadian Optometric Education Trust Fund",
http://dx.doi.org/10.13039/100013795,"Canadian Orthopaedic Foundation",
http://dx.doi.org/10.13039/501100021404,"Canadian Orthopaedic Trauma Society",
http://dx.doi.org/10.13039/100023333,"Canadian Pacific Kansas City",
http://dx.doi.org/10.13039/501100000202,"Canadian Pain Society",
http://dx.doi.org/10.13039/100023462,"Canadian Paraplegic Association (Nova Scotia)",
http://dx.doi.org/10.13039/100023206,"Canadian Partnership for Women and Children's Health",
http://dx.doi.org/10.13039/100013502,"Canadian Patient Safety Institute",
http://dx.doi.org/10.13039/100010614,"Canadian Physiotherapy Association",
http://dx.doi.org/10.13039/501100009110,"Canadian Physiotherapy Association",R
http://dx.doi.org/10.13039/501100000070,"Canadian Political Science Association",
http://dx.doi.org/10.13039/100008681,"Canadian Poultry Research Council",
http://dx.doi.org/10.13039/501100002681,"Canadian Prostate Cancer Research Initiative",
http://dx.doi.org/10.13039/501100019742,"Canadian Psychiatric Association",
http://dx.doi.org/10.13039/501100000153,"Canadian Psychiatric Research Foundation",
http://dx.doi.org/10.13039/501100003284,"Canadian Psychological Association",
http://dx.doi.org/10.13039/501100015665,"Canadian Public Health Association",
http://dx.doi.org/10.13039/100013801,"Canadian Pulmonary Fibrosis Foundation",
http://dx.doi.org/10.13039/100032096,"Canadian Pulse and Special Crops Trade Association",
http://dx.doi.org/10.13039/100012271,"Canadian Race Relations Foundation",
http://dx.doi.org/10.13039/100023304,"Canadian Radio-television and Telecommunications Commission",
http://dx.doi.org/10.13039/100023154,"Canadian Red Cross",
http://dx.doi.org/10.13039/100011081,"Canadian Rheumatology Association",
http://dx.doi.org/10.13039/100019942,"Canadian Rivers Institute, University of New Brunswick",
http://dx.doi.org/10.13039/100022124,"Canadian Roots Exchange",
http://dx.doi.org/10.13039/100023207,"Canadian Securities Institute Research Foundation",
http://dx.doi.org/10.13039/501100000071,"Canadian Seed Growers' Association",
http://dx.doi.org/10.13039/501100024275,"Canadians for Leading Edge Alzheimer Research Foundation",
http://dx.doi.org/10.13039/100014521,"Canadian Society for Clinical Investigation",
http://dx.doi.org/10.13039/100023334,"Canadian Society for Eighteenth-Century Studies",
http://dx.doi.org/10.13039/100013503,"Canadian Society for Molecular Biosciences",
http://dx.doi.org/10.13039/100023208,"Canadian Society for the History of Medicine",
http://dx.doi.org/10.13039/100023209,"Canadian Society for the Study of Religion",
http://dx.doi.org/10.13039/100008653,"Canadian Society for Vascular Surgery",
http://dx.doi.org/10.13039/501100024392,"Canadian Society of Clinical Chemists",
http://dx.doi.org/10.13039/501100022537,"Canadian Society of Endocrinology and Metabolism",
http://dx.doi.org/10.13039/100023210,"Canadian Society of Exploration Geophysicists",
http://dx.doi.org/10.13039/100015452,"Canadian Society of Nephrology",
http://dx.doi.org/10.13039/100009704,"Canadian Society of Pharmacology and Therapeutics",
http://dx.doi.org/10.13039/501100020213,"Canadian Society of Plastic Surgeons",
http://dx.doi.org/10.13039/501100022514,"Canadian Society of Transplantation",
http://dx.doi.org/10.13039/100011025,"Canadian Society of Zoologists",
http://dx.doi.org/10.13039/501100000016,"Canadian Space Agency",
http://dx.doi.org/10.13039/501100019570,"Canadian Sphagnum Peat Moss Association",
http://dx.doi.org/10.13039/100012446,"Canadian Spinal Research Organization American Spinal Research Organization",
http://dx.doi.org/10.13039/100012447,"Canadian Spine Society",
http://dx.doi.org/10.13039/100022210,"Canadian Statistical Sciences Institute",
http://dx.doi.org/10.13039/501100023364,"Canadian Stroke Consortium",
http://dx.doi.org/10.13039/100015098,"Canadian Stroke Network",
http://dx.doi.org/10.13039/100007644,"Canadian Swine Health Board",
http://dx.doi.org/10.13039/100023211,"Canadian Technical Asphalt Association",
http://dx.doi.org/10.13039/100010647,"Canadian Thoracic Society",
http://dx.doi.org/10.13039/100012113,"Canadian Tobacco Control Research Initiative",
http://dx.doi.org/10.13039/501100002654,"Canadian Tobacco Control Research Initiative",R
http://dx.doi.org/10.13039/100023212,"Canadian Transportation Research Forum",
http://dx.doi.org/10.13039/100023419,"Canadian TREE Fund",
http://dx.doi.org/10.13039/100023292,"Canadian Union of Public Employees, Local 3903",
http://dx.doi.org/10.13039/100031777,"Canadian University Press",
http://dx.doi.org/10.13039/100008468,"Canadian Urological Association",
http://dx.doi.org/10.13039/100013796,"Canadian Urological Association Scholarship Fund",
http://dx.doi.org/10.13039/100008469,"Canadian Urological Oncology Group",
http://dx.doi.org/10.13039/100015099,"Canadian Vascular Network",
http://dx.doi.org/10.13039/501100002793,"Canadian Water Network",
http://dx.doi.org/10.13039/100021737,"Canadian Water Resources Association",
http://dx.doi.org/10.13039/501100000074,"Canadian Wildlife Federation",
http://dx.doi.org/10.13039/501100021108,"Canadian Wildlife Health Cooperative",
http://dx.doi.org/10.13039/100012279,"Canadian Women's Foundation",
http://dx.doi.org/10.13039/100009055,"Çanakkale Onsekiz Mart Üniversitesi",
http://dx.doi.org/10.13039/100008313,"Canarie",
http://dx.doi.org/10.13039/100007477,"Canary Foundation",
http://dx.doi.org/10.13039/100003657,"Canavan Research Foundation",
http://dx.doi.org/10.13039/100001425,"Cancer Aid and Research Fund",
http://dx.doi.org/10.13039/501100001042,"Cancer and Bowel Research Trust",
http://dx.doi.org/10.13039/100001020,"Cancer and Leukemia Group B Foundation",
http://dx.doi.org/10.13039/100010648,"Cancer and Polio Research Fund",
http://dx.doi.org/10.13039/501100001325,"Cancer Association of South Africa",
http://dx.doi.org/10.13039/501100001111,"Cancer Australia",
http://dx.doi.org/10.13039/501100011600,"Cancer Biology Research Center, Tel Aviv University",
http://dx.doi.org/10.13039/100009395,"CancerCare Manitoba Foundation",
http://dx.doi.org/10.13039/100009142,"Cancer Care Ontario",
http://dx.doi.org/10.13039/501100017636,"Cancer Center Amsterdam",
http://dx.doi.org/10.13039/100023610,"Cancer Center at Illinois",
http://dx.doi.org/10.13039/100001530,"Cancer Center for Detection and Prevention",
http://dx.doi.org/10.13039/100017342,"Cancer Center, Medical College of Wisconsin",
http://dx.doi.org/10.13039/100013678,"Cancer Center, University of Colorado",
http://dx.doi.org/10.13039/100018776,"Cancer Center, University of Florida Health",
http://dx.doi.org/10.13039/100018796,"Cancer Center, University of Florida Health",R
http://dx.doi.org/10.13039/100019102,"Cancer Center, University of Illinois at Chicago",
http://dx.doi.org/10.13039/100018033,"Cancer Center, University of Kansas",
http://dx.doi.org/10.13039/100023014,"Cancer Cluster Salzburg",
http://dx.doi.org/10.13039/100019962,"Cancer Couch Foundation",
http://dx.doi.org/10.13039/501100001167,"Cancer Council ACT",
http://dx.doi.org/10.13039/501100020670,"Cancer Council Australia",
http://dx.doi.org/10.13039/501100001102,"Cancer Council NSW",
http://dx.doi.org/10.13039/501100020671,"Cancer Council NT",
http://dx.doi.org/10.13039/501100001168,"Cancer Council Queensland",
http://dx.doi.org/10.13039/501100000950,"Cancer Council South Australia",
http://dx.doi.org/10.13039/501100001169,"Cancer Council Tasmania",
http://dx.doi.org/10.13039/501100000951,"Cancer Council Victoria",
http://dx.doi.org/10.13039/501100001170,"Cancer Council Western Australia",
http://dx.doi.org/10.13039/100020527,"Cancer Early Detection Advanced Research Center, Knight Cancer Institute, Oregon Health and Science University",
http://dx.doi.org/10.13039/100013668,"Cancer Focus Northern Ireland",
http://dx.doi.org/10.13039/501100002794,"Cancerfonden",
http://dx.doi.org/10.13039/100021673,"Cancer for College",
http://dx.doi.org/10.13039/501100007231,"Cancerföreningen i Stockholm",
http://dx.doi.org/10.13039/501100014031,"Cancerforskningsfonden i Norrland",
http://dx.doi.org/10.13039/501100019870,"Cancer Foundation of China",
http://dx.doi.org/10.13039/100012148,"Cancer Foundation of Northeast Georgia",
http://dx.doi.org/10.13039/100015612,"CancerFree KIDS",
http://dx.doi.org/10.13039/100008470,"Cancer Genomics Centre",
http://dx.doi.org/10.13039/501100005149,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",
http://dx.doi.org/10.13039/501100001171,"Cancer Institute NSW",
http://dx.doi.org/10.13039/501100016287,"Cancer Institute of the Islamic Republic of Iran",
http://dx.doi.org/10.13039/100012875,"Cancer Institute, University of Cincinnati",
http://dx.doi.org/10.13039/100008603,"Cancer Institute, University of Pittsburgh",
http://dx.doi.org/10.13039/100018239,"Cancer Institute, West Virginia University",
http://dx.doi.org/10.13039/100009141,"Cancer League of Colorado",
http://dx.doi.org/10.13039/100015338,"Cancer Moonshot",
http://dx.doi.org/10.13039/501100001115,"Cancer Nurses Society of Australia",
http://dx.doi.org/10.13039/501100009895,"Cancéropôle Grand Ouest",
http://dx.doi.org/10.13039/501100006431,"Cancéropôle Ile de France",
http://dx.doi.org/10.13039/100031938,"Cancéropôle Lyon Auvergne-Rhône-Alpes",
http://dx.doi.org/10.13039/501100006331,"Canceropôle PACA",
http://dx.doi.org/10.13039/501100014182,"Canceropôle Provence-Alpes-Côte d’Azur",
http://dx.doi.org/10.13039/100004917,"Cancer Prevention and Research Institute of Texas",
http://dx.doi.org/10.13039/100016612,"Cancer Prevention Initiative",
http://dx.doi.org/10.13039/100018174,"Cancer Prevention Research Center, Shahroud University",
http://dx.doi.org/10.13039/100015353,"Cancer Prevention Research Trust",
http://dx.doi.org/10.13039/100017315,"Cancer Registry of Greater California",
http://dx.doi.org/10.13039/100032680,"Cancer Research and Treatment Fund",
http://dx.doi.org/10.13039/501100016951,"Cancer Research Center, Tehran University of Medical Sciences",
http://dx.doi.org/10.13039/100014807,"Cancer Research Coordinating Committee",
http://dx.doi.org/10.13039/100002002,"Cancer Research Foundation",
http://dx.doi.org/10.13039/501100004886,"Cancer Research Foundation in Northern Sweden",
http://dx.doi.org/10.13039/100000884,"Cancer Research Institute",
http://dx.doi.org/10.13039/100018501,"Cancer Research Institute, Kanazawa University",
http://dx.doi.org/10.13039/100009326,"Cancer Research Society",
http://dx.doi.org/10.13039/501100001552,"Cancer Research Trust New Zealand",
http://dx.doi.org/10.13039/501100000289,"Cancer Research UK",
http://dx.doi.org/10.13039/501100022011,"Cancer Research UK Cambridge Institute, University of Cambridge",
http://dx.doi.org/10.13039/501100019555,"Cancer Research UK Cancer Imaging Centre",
http://dx.doi.org/10.13039/501100017008,"Cancer Research UK Manchester Centre",
http://dx.doi.org/10.13039/501100017509,"Cancer Research UK Therapeutic Discovery Laboratories",
http://dx.doi.org/10.13039/100009828,"Cancer Research Wales",
http://dx.doi.org/10.13039/501100020576,"Cancer Science Institute of Singapore, National University of Singapore",
http://dx.doi.org/10.13039/501100001513,"Cancer Society of New Zealand",
http://dx.doi.org/10.13039/501100015896,"Cancer Therapeutics Cooperative Research Centre",
http://dx.doi.org/10.13039/501100023178,"Cancer Treatment and Research Trust",
http://dx.doi.org/10.13039/100012544,"Candidate Talents Training Fund of Yunnan Province",
http://dx.doi.org/10.13039/100027599,"Candle Lighters",
http://dx.doi.org/10.13039/501100002795,"CANDU Owners Group",
http://dx.doi.org/10.13039/501100013826,"Candys Foundation",
http://dx.doi.org/10.13039/100009143,"Canegrowers",
http://dx.doi.org/10.13039/100007456,"Canine Research Foundation",
http://dx.doi.org/10.13039/100010731,"Çankaya Üniversitesi",
http://dx.doi.org/10.13039/501100006746,"Çankiri Karatekin Üniversitesi",
